age,state,income,weight
4.0,AR,0.0,63246.23986053467
4.0,AZ,0.0,74262.39009094238
4.0,CA,0.0,285284.6539154053
4.0,CO,0.0,74115.69239807129
4.0,CT,0.0,34446.264739990234
4.0,DC,0.0,5931.326141357422
4.0,DE,0.0,14455.85338973999
4.0,FL,0.0,216660.32928466797
4.0,GA,0.0,137878.66522216797
4.0,HI,0.0,11290.905853271484
4.0,IA,0.0,44851.80108642578
4.0,ID,0.0,38493.83547973633
4.0,IL,0.0,124246.66912841797
4.0,IN,0.0,67916.32501220703
4.0,KS,0.0,39484.241901397705
4.0,KY,0.0,66344.58676147461
4.0,LA,0.0,69008.44772338867
4.0,MA,0.0,56733.33825683594
4.0,MD,0.0,42585.68212890625
4.0,ME,0.0,9320.026672363281
4.0,MI,0.0,136239.86835479736
4.0,MN,0.0,70544.46154785156
4.0,MO,0.0,66699.90697717667
4.0,MS,0.0,72536.93001556396
4.0,MT,0.0,29977.97917175293
4.0,NC,0.0,142762.1092529297
4.0,ND,0.0,7173.243865966797
4.0,NE,0.0,49747.59619140625
4.0,NH,0.0,8406.649108886719
4.0,NJ,0.0,72948.4349975586
4.0,NM,0.0,69503.83169555664
4.0,NV,0.0,30941.14995956421
4.0,NY,0.0,191296.92810058594
4.0,OH,0.0,152099.41763305664
4.0,OK,0.0,39652.468505859375
4.0,OR,0.0,34313.72124481201
4.0,PA,0.0,136452.0248184204
4.0,RI,0.0,8543.161403656006
4.0,SC,0.0,47254.8899230957
4.0,SD,0.0,9094.605895996094
4.0,TN,0.0,54596.5426940918
4.0,TX,0.0,297401.7151184082
4.0,UT,0.0,34922.696952819824
4.0,VA,0.0,63711.57485961914
4.0,VT,0.0,44709.31799316406
4.0,WA,0.0,72688.89736938477
4.0,WI,0.0,26608.873291015625
4.0,WV,0.0,15556.077209472656
4.0,WY,0.0,38940.41689300537
5.0,AK,0.0,8224.1083984375
5.0,AL,0.0,66899.53839302063
5.0,AR,0.0,51845.57745361328
5.0,AZ,0.0,80450.94250488281
5.0,CA,0.0,436385.60844421387
5.0,CO,0.0,38322.99267578125
5.0,CT,0.0,49400.497497558594
5.0,DC,0.0,6660.822402954102
5.0,DE,0.0,36985.69241333008
5.0,FL,0.0,259585.38227844238
5.0,GA,0.0,156797.97359466553
5.0,HI,0.0,24562.015296936035
5.0,IA,0.0,67901.84555053711
5.0,ID,0.0,39403.08670043945
5.0,IL,0.0,141089.0824584961
5.0,IN,0.0,100901.32217407227
5.0,KS,0.0,50544.069885253906
5.0,KY,0.0,63298.73617553711
5.0,LA,0.0,130397.98579406738
5.0,MA,0.0,89662.47719573975
5.0,MD,0.0,51788.800720214844
5.0,ME,0.0,31272.85791015625
5.0,MI,0.0,150985.1703491211
5.0,MN,0.0,86182.8811340332
5.0,MO,0.0,112411.69500732422
5.0,MS,0.0,61531.5989074707
5.0,MT,0.0,27031.679718017578
5.0,NC,0.0,144746.5287475586
5.0,ND,0.0,24774.602996826172
5.0,NE,0.0,55899.54904174805
5.0,NH,0.0,23188.32286453247
5.0,NJ,0.0,80774.80651855469
5.0,NM,0.0,66870.51718139648
5.0,NV,0.0,36669.47277832031
5.0,NY,0.0,178171.89179992676
5.0,OH,0.0,115395.52958679199
5.0,OK,0.0,49616.71420574188
5.0,OR,0.0,37274.318420410156
5.0,PA,0.0,165346.79341506958
5.0,RI,0.0,22908.620693206787
5.0,SC,0.0,57243.7078704834
5.0,SD,0.0,12161.778350830078
5.0,TN,0.0,115868.31768798828
5.0,TX,0.0,441718.43574523926
5.0,UT,0.0,39276.31895446777
5.0,VA,0.0,130885.1747970581
5.0,VT,0.0,7399.682312011719
5.0,WA,0.0,108330.93305969238
5.0,WI,0.0,51208.8102722168
5.0,WV,0.0,25097.184997558594
5.0,WY,0.0,24754.26792907715
6.0,AK,0.0,39417.03887939453
6.0,AL,0.0,62671.17126464844
6.0,AR,0.0,102031.47778320312
6.0,AZ,0.0,81067.62968444824
6.0,CA,0.0,377585.0795288086
6.0,CO,0.0,58307.614318847656
6.0,CT,0.0,34468.537658691406
6.0,DC,0.0,9172.34896850586
6.0,DE,0.0,30954.562591552734
6.0,FL,0.0,272174.47856903076
6.0,GA,0.0,175125.3970451355
6.0,HI,0.0,54667.68061828613
6.0,IA,0.0,37466.04724121094
6.0,ID,0.0,35784.06521606445
6.0,IL,0.0,127406.72477722168
6.0,IN,0.0,87939.93391418457
6.0,KS,0.0,46849.76033401489
6.0,KY,0.0,84489.7278137207
6.0,LA,0.0,64664.61392211914
6.0,MA,0.0,73907.22811889648
6.0,MD,0.0,108931.14462280273
6.0,ME,0.0,13741.399627685547
6.0,MI,0.0,136304.63074493408
6.0,MN,0.0,70607.54626464844
6.0,MO,0.0,91381.79565429688
6.0,MS,0.0,56757.95820617676
6.0,MT,0.0,34634.461029052734
6.0,NC,0.0,122332.28759002686
6.0,ND,0.0,8166.029296875
6.0,NE,0.0,64414.508350372314
6.0,NH,0.0,27209.23031616211
6.0,NJ,0.0,121656.28974914551
6.0,NM,0.0,39047.68476867676
6.0,NV,0.0,43287.73391723633
6.0,NY,0.0,211322.6523590088
6.0,OH,0.0,165891.22471618652
6.0,OK,0.0,104268.47387695312
6.0,OR,0.0,56758.437438964844
6.0,PA,0.0,211242.75215148926
6.0,RI,0.0,18531.882263183594
6.0,SC,0.0,71329.69596481323
6.0,SD,0.0,52901.1051940918
6.0,TN,0.0,75947.90271759033
6.0,TX,0.0,353383.03522491455
6.0,UT,0.0,36974.18901824951
6.0,VA,0.0,91930.06639099121
6.0,VT,0.0,19572.441284179688
6.0,WA,0.0,80319.18047332764
6.0,WI,0.0,54925.96021270752
6.0,WV,0.0,34352.558349609375
6.0,WY,0.0,18593.434036254883
7.0,AK,0.0,16601.53875732422
7.0,AL,0.0,74727.42425727844
7.0,AR,0.0,64453.608795166016
7.0,AZ,0.0,78709.37603759766
7.0,CA,0.0,431407.69245147705
7.0,CO,0.0,55823.96649169922
7.0,CT,0.0,44934.85322570801
7.0,DC,0.0,18787.069290161133
7.0,DE,0.0,37247.528259277344
7.0,FL,0.0,224472.98001098633
7.0,GA,0.0,88518.59942626953
7.0,HI,0.0,31185.283447265625
7.0,IA,0.0,51857.34994506836
7.0,ID,0.0,41449.69241333008
7.0,IL,0.0,105465.71731567383
7.0,IN,0.0,116486.89233398438
7.0,KS,0.0,10066.751075744629
7.0,KY,0.0,78288.95642089844
7.0,LA,0.0,100465.76488494873
7.0,MA,0.0,69496.40933227539
7.0,MD,0.0,84039.25328063965
7.0,ME,0.0,28931.413696289062
7.0,MI,0.0,134619.97842407227
7.0,MN,0.0,103255.47152709961
7.0,MO,0.0,97612.73660469055
7.0,MS,0.0,84263.60707092285
7.0,MT,0.0,37457.608154296875
7.0,NC,0.0,135045.15864562988
7.0,ND,0.0,17684.918182373047
7.0,NE,0.0,37497.070556640625
7.0,NH,0.0,32031.07485961914
7.0,NJ,0.0,113928.88372802734
7.0,NM,0.0,62901.218925476074
7.0,NV,0.0,17275.23504638672
7.0,NY,0.0,227673.5422592163
7.0,OH,0.0,171223.3173980713
7.0,OK,0.0,53517.05606365204
7.0,OR,0.0,63082.35935974121
7.0,PA,0.0,151933.10900878906
7.0,RI,0.0,45254.690673828125
7.0,SC,0.0,88034.93254089355
7.0,SD,0.0,16467.125045776367
7.0,TN,0.0,90123.09577178955
7.0,TX,0.0,379866.0882797241
7.0,UT,0.0,60885.25064086914
7.0,VA,0.0,75749.580078125
7.0,VT,0.0,19325.667556762695
7.0,WA,0.0,93078.28652191162
7.0,WI,0.0,60357.1780090332
7.0,WV,0.0,38846.26029968262
7.0,WY,0.0,29833.967414855957
8.0,AK,0.0,34918.34523773193
8.0,AL,0.0,112210.3994140625
8.0,AR,0.0,65124.553314208984
8.0,AZ,0.0,74270.98391723633
8.0,CA,0.0,502478.7292289734
8.0,CO,0.0,58894.27325439453
8.0,CT,0.0,39287.08279418945
8.0,DC,0.0,29488.143981933594
8.0,DE,0.0,21411.687698364258
8.0,FL,0.0,193835.26460266113
8.0,GA,0.0,145663.58214569092
8.0,HI,0.0,46347.85809326172
8.0,IA,0.0,35575.39974975586
8.0,ID,0.0,78971.17752075195
8.0,IL,0.0,138162.5401916504
8.0,IN,0.0,86391.49269104004
8.0,KS,0.0,64565.634704589844
8.0,KY,0.0,41868.30895996094
8.0,LA,0.0,84440.8037109375
8.0,MA,0.0,78501.28231811523
8.0,MD,0.0,101329.85610961914
8.0,ME,0.0,13799.657409667969
8.0,MI,0.0,135144.1083946228
8.0,MN,0.0,84391.78475952148
8.0,MO,0.0,76447.39138793945
8.0,MS,0.0,21455.76348876953
8.0,MT,0.0,35038.018783569336
8.0,NC,0.0,121675.23281860352
8.0,ND,0.0,19595.687561035156
8.0,NE,0.0,52832.50831604004
8.0,NH,0.0,12496.388549804688
8.0,NJ,0.0,113971.04833984375
8.0,NM,0.0,58351.792362213135
8.0,NV,0.0,76821.4552154541
8.0,NY,0.0,228194.84342956543
8.0,OH,0.0,189488.65924072266
8.0,OK,0.0,83582.64544677734
8.0,OR,0.0,61021.65581512451
8.0,PA,0.0,169007.1026687622
8.0,RI,0.0,31227.828155517578
8.0,SC,0.0,69203.72882080078
8.0,SD,0.0,10913.935089111328
8.0,TN,0.0,84848.8674621582
8.0,TX,0.0,413552.24925994873
8.0,UT,0.0,49209.38053894043
8.0,VA,0.0,135188.42155456543
8.0,VT,0.0,19260.32308959961
8.0,WA,0.0,141067.6688232422
8.0,WI,0.0,79661.33073425293
8.0,WV,0.0,39217.878173828125
8.0,WY,0.0,10563.952156066895
9.0,AK,0.0,28642.54278564453
9.0,AL,0.0,38613.8779296875
9.0,AR,0.0,41614.843200683594
9.0,AZ,0.0,92682.25314331055
9.0,CA,0.0,382811.54398727417
9.0,CO,0.0,49418.462814331055
9.0,CT,0.0,51160.18243408203
9.0,DC,0.0,26703.03399658203
9.0,DE,0.0,35089.50979614258
9.0,FL,0.0,250237.88122558594
9.0,GA,0.0,168931.65270996094
9.0,HI,0.0,44101.407287597656
9.0,IA,0.0,70760.68667602539
9.0,ID,0.0,26207.01644897461
9.0,IL,0.0,186331.3793334961
9.0,IN,0.0,106216.15704345703
9.0,KS,0.0,51121.577056884766
9.0,KY,0.0,113822.85494995117
9.0,LA,0.0,85348.18673706055
9.0,MA,0.0,106682.42180633545
9.0,MD,0.0,84023.32202148438
9.0,ME,0.0,21163.582000732422
9.0,MI,0.0,155053.15447998047
9.0,MN,0.0,87932.53747558594
9.0,MO,0.0,61164.42527770996
9.0,MS,0.0,37189.42384338379
9.0,MT,0.0,32621.603225708008
9.0,NC,0.0,118045.52098083496
9.0,ND,0.0,2333.013442993164
9.0,NE,0.0,25465.449096679688
9.0,NH,0.0,19532.6886138916
9.0,NJ,0.0,114777.64929199219
9.0,NM,0.0,59127.94422912598
9.0,NV,0.0,58179.16607284546
9.0,NY,0.0,216538.22262573242
9.0,OH,0.0,150370.58953857422
9.0,OK,0.0,70150.7758178711
9.0,OR,0.0,104137.88397216797
9.0,PA,0.0,173203.80856323242
9.0,RI,0.0,10992.614685058594
9.0,SC,0.0,52425.65789794922
9.0,SD,0.0,13258.009521484375
9.0,TN,0.0,85648.46947479248
9.0,TX,0.0,393299.4584827423
9.0,UT,0.0,49360.81103515625
9.0,VA,0.0,91130.92332458496
9.0,VT,0.0,25429.615844726562
9.0,WA,0.0,106492.21004486084
9.0,WI,0.0,76370.42567443848
9.0,WV,0.0,12377.777225494385
9.0,WY,0.0,25705.55450439453
10.0,AK,0.0,16759.145446777344
10.0,AL,0.0,62887.91906929016
10.0,AR,0.0,56471.55401611328
10.0,AZ,0.0,135513.76428222656
10.0,CA,0.0,439758.41370391846
10.0,CO,0.0,50058.411193847656
10.0,CT,0.0,52051.63146972656
10.0,DC,0.0,13333.356414794922
10.0,DE,0.0,22678.170288085938
10.0,FL,0.0,290172.58486938477
10.0,GA,0.0,121976.22552490234
10.0,HI,0.0,39385.10922241211
10.0,IA,0.0,32698.529724121094
10.0,ID,0.0,41123.80554199219
10.0,IL,0.0,112904.32418823242
10.0,IN,0.0,92782.40710449219
10.0,KS,0.0,36288.82580566406
10.0,KY,0.0,72795.72128295898
10.0,LA,0.0,84022.88621520996
10.0,MA,0.0,79098.40895080566
10.0,MD,0.0,72241.40252304077
10.0,ME,0.0,31915.66766357422
10.0,MI,0.0,161986.03771591187
10.0,MN,0.0,113923.42121124268
10.0,MO,0.0,101823.00793457031
10.0,MS,0.0,49100.688079833984
10.0,MT,0.0,36382.96322631836
10.0,NC,0.0,100093.17365646362
10.0,ND,0.0,13156.192108154297
10.0,NE,0.0,28038.01611328125
10.0,NH,0.0,24362.36882019043
10.0,NJ,0.0,88432.4790649414
10.0,NM,0.0,30136.72760772705
10.0,NV,0.0,26184.924591064453
10.0,NY,0.0,198364.11016845703
10.0,OH,0.0,108474.26428222656
10.0,OK,0.0,49400.52313232422
10.0,OR,0.0,47688.54281616211
10.0,PA,0.0,185565.34717941284
10.0,RI,0.0,3853.565399169922
10.0,SC,0.0,74777.09155273438
10.0,SD,0.0,10556.823589324951
10.0,TN,0.0,69456.07415771484
10.0,TX,0.0,372254.6279067993
10.0,UT,0.0,41764.45043182373
10.0,VA,0.0,85530.6640625
10.0,VT,0.0,24720.43081665039
10.0,WA,0.0,49096.39208984375
10.0,WI,0.0,93711.93402862549
10.0,WV,0.0,22615.85675430298
10.0,WY,0.0,32021.0909948349
11.0,AK,0.0,36031.45651245117
11.0,AL,0.0,68851.49752807617
11.0,AR,0.0,44832.00262451172
11.0,AZ,0.0,83231.45622253418
11.0,CA,0.0,397131.2482185364
11.0,CO,0.0,73572.74774169922
11.0,CT,0.0,64286.055725097656
11.0,DC,0.0,32089.636764526367
11.0,DE,0.0,32581.5574798584
11.0,FL,0.0,199102.1861038208
11.0,GA,0.0,143960.48750305176
11.0,HI,0.0,53882.24192047119
11.0,IA,0.0,69548.42169189453
11.0,ID,0.0,71495.12646484375
11.0,IL,0.0,138054.17138671875
11.0,IN,0.0,113391.15731811523
11.0,KS,0.0,63139.31452178955
11.0,KY,0.0,73058.82131958008
11.0,LA,0.0,123982.90207672119
11.0,MA,0.0,69616.42239379883
11.0,MD,0.0,56508.297760009766
11.0,ME,0.0,13982.780059814453
11.0,MI,0.0,96543.98532104492
11.0,MN,0.0,54601.48490905762
11.0,MO,0.0,77126.25189208984
11.0,MS,0.0,51492.13148498535
11.0,MT,0.0,30607.229835510254
11.0,NC,0.0,96525.96747207642
11.0,ND,0.0,14345.719009399414
11.0,NE,0.0,30058.223316192627
11.0,NH,0.0,13833.793212890625
11.0,NJ,0.0,102411.84825134277
11.0,NM,0.0,44312.402362823486
11.0,NV,0.0,39310.15766906738
11.0,NY,0.0,185440.09704589844
11.0,OH,0.0,113707.44696044922
11.0,OK,0.0,104936.93243408203
11.0,OR,0.0,53170.9714050293
11.0,PA,0.0,80667.03899383545
11.0,RI,0.0,23573.363494873047
11.0,SC,0.0,70416.6628112793
11.0,SD,0.0,27248.35855102539
11.0,TN,0.0,61615.866271972656
11.0,TX,0.0,397196.45181274414
11.0,UT,0.0,33559.16516876221
11.0,VA,0.0,105871.27224731445
11.0,VT,0.0,41383.34588623047
11.0,WA,0.0,113289.35852050781
11.0,WI,0.0,80558.52677154541
11.0,WV,0.0,54433.73197937012
11.0,WY,0.0,31155.674171447754
12.0,AK,0.0,49439.168518066406
12.0,AL,0.0,37051.25799560547
12.0,AR,0.0,77078.99641418457
12.0,AZ,0.0,61615.94438171387
12.0,CA,0.0,417297.6200828552
12.0,CO,0.0,46872.17785644531
12.0,CT,0.0,56080.192642211914
12.0,DC,0.0,14584.487675905228
12.0,DE,0.0,28957.438640594482
12.0,FL,0.0,191767.02796173096
12.0,GA,0.0,129539.72784423828
12.0,HI,0.0,32052.314666748047
12.0,IA,0.0,27646.428314208984
12.0,ID,0.0,46975.71536254883
12.0,IL,0.0,116829.84297180176
12.0,IN,0.0,88948.94934082031
12.0,KS,0.0,41183.79479980469
12.0,KY,0.0,51503.14949798584
12.0,LA,0.0,95041.69120788574
12.0,MA,0.0,100149.060546875
12.0,MD,0.0,53803.99077987671
12.0,ME,0.0,15259.773132324219
12.0,MI,0.0,88978.0947265625
12.0,MN,0.0,47751.41192626953
12.0,MO,0.0,64129.333740234375
12.0,MS,0.0,46586.39458847046
12.0,MT,0.0,32033.259994506836
12.0,NC,0.0,109695.56221008301
12.0,ND,0.0,20344.3896484375
12.0,NE,0.0,24151.157997131348
12.0,NH,0.0,13258.978454589844
12.0,NJ,0.0,74472.64028930664
12.0,NM,0.0,75180.48651123047
12.0,NV,0.0,24288.00830078125
12.0,NY,0.0,170825.1764602661
12.0,OH,0.0,115553.78867340088
12.0,OK,0.0,55239.243896484375
12.0,OR,0.0,67146.0224533081
12.0,PA,0.0,173774.693649292
12.0,RI,0.0,9144.529205322266
12.0,SC,0.0,104344.6579284668
12.0,SD,0.0,9627.16079711914
12.0,TN,0.0,80448.70989990234
12.0,TX,0.0,346007.73618507385
12.0,UT,0.0,21662.966079711914
12.0,VA,0.0,107912.06396484375
12.0,VT,0.0,34832.36328125
12.0,WA,0.0,94664.45527648926
12.0,WI,0.0,63777.053802490234
12.0,WV,0.0,19955.16537475586
12.0,WY,0.0,8554.774635314941
13.0,AK,0.0,55216.769592285156
13.0,AL,0.0,40307.33592128754
13.0,AR,0.0,34460.17465209961
13.0,AZ,0.0,75532.25500488281
13.0,CA,0.0,499315.16301345825
13.0,CO,0.0,37056.21472167969
13.0,CT,0.0,31001.651000976562
13.0,DC,0.0,16809.8288230896
13.0,DE,0.0,30471.832748413086
13.0,FL,0.0,264499.52252197266
13.0,GA,0.0,78969.91787719727
13.0,HI,0.0,24341.507667541504
13.0,IA,0.0,75454.03131103516
13.0,ID,0.0,54998.95315551758
13.0,IL,0.0,113039.7184009552
13.0,IN,0.0,73179.59548950195
13.0,KS,0.0,36578.03855133057
13.0,KY,0.0,71198.59632110596
13.0,LA,0.0,79969.94296264648
13.0,MA,0.0,86151.97863769531
13.0,MD,0.0,74007.26953125
13.0,ME,0.0,12487.695922851562
13.0,MI,0.0,101440.62297058105
13.0,MN,0.0,62880.82455444336
13.0,MO,0.0,71067.1662902832
13.0,MS,0.0,33687.54083251953
13.0,MT,0.0,25040.45166015625
13.0,NC,0.0,105338.81659698486
13.0,ND,0.0,22253.197509765625
13.0,NE,0.0,42485.716106414795
13.0,NH,0.0,27629.931762695312
13.0,NJ,0.0,107397.45146179199
13.0,NM,0.0,46881.01291656494
13.0,NV,0.0,59238.84101867676
13.0,NY,0.0,220338.11989593506
13.0,OH,0.0,123156.80139923096
13.0,OK,0.0,73863.45682048798
13.0,OR,0.0,27851.07730293274
13.0,PA,0.0,135579.42129135132
13.0,RI,0.0,14637.468017578125
13.0,SC,0.0,94308.62124633789
13.0,SD,0.0,29244.41534423828
13.0,TN,0.0,99941.55673217773
13.0,TX,0.0,375815.74432373047
13.0,UT,0.0,57093.49703979492
13.0,VA,0.0,103456.87333679199
13.0,VT,0.0,30510.3426361084
13.0,WA,0.0,103021.84453201294
13.0,WI,0.0,64584.654693603516
13.0,WV,0.0,39442.09925842285
13.0,WY,0.0,19756.44002532959
14.0,AK,0.0,19908.338607788086
14.0,AL,0.0,56101.8619260788
14.0,AR,0.0,41858.99835205078
14.0,AZ,0.0,41858.8427734375
14.0,CA,0.0,430514.85848999023
14.0,CO,0.0,59432.47058105469
14.0,CT,0.0,19942.741729736328
14.0,DC,0.0,7716.6444091796875
14.0,DE,0.0,21856.52501296997
14.0,FL,0.0,241899.8796081543
14.0,GA,0.0,113464.90628051758
14.0,HI,0.0,10661.279693603516
14.0,IA,0.0,56995.062438964844
14.0,ID,0.0,36199.003356933594
14.0,IL,0.0,145571.88955497742
14.0,IN,0.0,76558.46374511719
14.0,KS,0.0,36671.330505371094
14.0,KY,0.0,41015.11282348633
14.0,LA,0.0,101677.3870010376
14.0,MA,0.0,95425.51853942871
